id,first_name,last_name,email,gender,ip_address,homeowner,income,show_date,purchases,avg,success_rate
454,Jonathan,Cooper,jcoopercl@g.co,Male,58.235.149.18,false,$58.00,1/25/2016,4413,85.04,25.96%
455,Eric,Gonzales,egonzalescm@networkadvertising.org,Male,149.255.29.148,false,$752.91,10/6/2015,9110,6.64,24.46%
456,Henry,Hicks,hhickscn@thetimes.co.uk,Male,180.95.180.185,true,$73.34,8/27/2015,8489,29.76,71.11%
457,Rachel,Torres,rtorresco@sbwire.com,Female,173.81.107.226,false,$390.94,3/10/2016,2920,61.51,94.99%
458,Sean,Kennedy,skennedycp@cdbaby.com,Male,0.165.96.107,false,$602.13,9/29/2015,7903,71.32,87.53%
459,Lawrence,Freeman,lfreemancq@boston.com,Male,70.38.127.163,false,$336.43,8/14/2015,5379,81.64,72.34%
460,Adam,Ellis,aelliscr@goo.gl,Male,89.185.233.176,true,$574.73,12/27/2015,9124,19.91,61.51%
461,Katherine,Black,kblackcs@mozilla.org,Female,28.107.85.38,false,$551.50,9/1/2015,7684,92.83,63.04%
462,Maria,Wells,mwellsct@guardian.co.uk,Female,111.184.199.242,true,$10.88,4/4/2015,7026,15.19,56.99%
463,Jason,Thompson,jthompsoncu@pagesperso-orange.fr,Male,234.178.250.9,false,$978.02,10/11/2015,9820,99.74,64.56%
464,Lillian,Ellis,lelliscv@uol.com.br,Female,188.86.188.25,true,$216.28,1/14/2016,3425,18.61,13.77%
465,Norma,Parker,nparkercw@cdbaby.com,Female,133.19.216.242,true,$125.61,12/1/2015,458,7.21,54.63%
466,Jason,Fernandez,jfernandezcx@kickstarter.com,Male,227.4.5.30,false,$555.67,1/19/2016,1119,99.16,8.33%
467,Daniel,Brooks,dbrookscy@berkeley.edu,Male,232.10.189.104,false,$782.30,5/23/2015,8154,19.78,17.63%
468,Lillian,Lee,lleecz@taobao.com,Female,241.224.193.217,false,$885.78,11/6/2015,3167,8.04,71.06%
469,Richard,Hanson,rhansond0@soup.io,Male,156.36.202.148,true,$17.84,8/30/2015,3240,19.17,12.22%
470,William,Spencer,wspencerd1@earthlink.net,Male,72.249.228.177,true,$467.00,4/11/2015,9196,43.29,62.95%
471,Billy,Gordon,bgordond2@blogger.com,Male,50.64.219.110,false,$380.47,2/8/2016,1447,42.23,28.96%
472,Elizabeth,Rice,ericed3@free.fr,Female,170.33.40.35,true,$108.01,10/2/2015,4304,78.06,0.45%
473,Rachel,Price,rpriced4@oaic.gov.au,Female,105.1.215.113,true,$513.25,10/7/2015,4563,52.66,77.68%
474,Virginia,Armstrong,varmstrongd5@tinypic.com,Female,227.181.243.179,true,$613.98,11/8/2015,671,92.27,15.52%
475,Kathleen,Grant,kgrantd6@bravesites.com,Female,172.182.197.245,true,$173.43,3/4/2016,7342,22.78,36.8%
476,Patrick,White,pwhited7@rambler.ru,Male,133.90.19.179,true,$251.04,7/9/2015,1320,67.04,32.32%
477,Donald,Freeman,dfreemand8@usatoday.com,Male,4.2.51.227,true,$981.34,8/30/2015,3345,26.11,16.09%
478,Carolyn,Johnston,cjohnstond9@wordpress.org,Female,216.159.135.44,true,$968.51,5/23/2015,482,36.1,3.38%
479,Gary,Fox,gfoxda@google.co.jp,Male,88.202.236.111,false,$851.35,8/8/2015,3489,43.09,64.0%
480,Jonathan,Franklin,jfranklindb@tiny.cc,Male,55.82.9.141,true,$456.17,4/30/2015,7768,61.85,50.2%
481,Stephen,Owens,sowensdc@theatlantic.com,Male,124.249.111.2,true,$113.79,1/10/2016,2192,38.22,14.2%
482,Martin,Robinson,mrobinsondd@sphinn.com,Male,43.194.93.67,false,$201.45,1/11/2016,3931,34.21,47.59%
483,Lois,Wells,lwellsde@walmart.com,Female,28.49.204.227,false,$500.94,11/2/2015,5703,42.81,86.49%
484,Roy,Payne,rpaynedf@telegraph.co.uk,Male,60.234.236.129,false,$31.47,11/13/2015,108,36.13,77.18%
485,Alan,Wright,awrightdg@skyrock.com,Male,79.131.18.181,false,$318.32,7/16/2015,6369,53.86,44.43%
486,Catherine,Mcdonald,cmcdonalddh@deviantart.com,Female,72.141.187.250,true,$845.42,8/20/2015,5114,75.84,34.65%
487,Samuel,Wilson,swilsondi@marriott.com,Male,95.171.37.47,false,$450.83,2/17/2016,8740,59.6,95.81%
488,Wayne,Palmer,wpalmerdj@so-net.ne.jp,Male,22.75.85.35,true,$423.20,6/29/2015,974,7.27,74.75%
489,Robert,Cox,rcoxdk@globo.com,Male,229.172.14.93,false,$227.14,9/23/2015,8251,12.48,14.34%
490,Randy,Foster,rfosterdl@list-manage.com,Male,158.85.96.8,false,$160.17,11/8/2015,1974,42.02,71.76%
491,David,Alvarez,dalvarezdm@nps.gov,Male,142.24.95.151,false,$272.88,5/13/2015,1489,90.23,6.62%
492,Martha,Willis,mwillisdn@sciencedaily.com,Female,41.144.27.102,true,$713.58,7/29/2015,3366,9.86,15.01%
493,Bobby,Hawkins,bhawkinsdo@apple.com,Male,76.213.20.41,false,$897.07,11/7/2015,6081,20.33,15.76%
494,Jean,Olson,jolsondp@jugem.jp,Female,14.165.85.241,false,$972.19,5/8/2015,517,20.19,88.2%
495,Antonio,Olson,aolsondq@nbcnews.com,Male,191.36.143.225,false,$680.72,6/10/2015,2423,16.74,81.63%
496,Teresa,Patterson,tpattersondr@addtoany.com,Female,165.230.119.115,true,$272.25,1/11/2016,1206,49.93,85.09%
497,Diana,Marshall,dmarshallds@google.es,Female,205.98.50.115,true,$698.27,1/7/2016,5135,11.37,26.17%
498,Dorothy,Olson,dolsondt@unicef.org,Female,134.98.98.93,false,$442.94,6/6/2015,9558,60.19,48.46%
499,Shawn,Jordan,sjordandu@bizjournals.com,Male,247.119.60.226,true,$59.42,7/12/2015,7332,95.12,47.29%
500,Jeffrey,Adams,jadamsdv@scientificamerican.com,Male,84.177.149.179,true,$721.88,5/6/2015,2584,24.08,17.36%
501,Wanda,Ryan,wryandw@ovh.net,Female,156.73.245.141,false,$444.44,6/16/2015,3966,83.55,3.37%
502,Beverly,Graham,bgrahamdx@chicagotribune.com,Female,96.200.54.238,true,$527.67,12/25/2015,8141,39.93,62.58%
503,Julia,Jackson,jjacksondy@nbcnews.com,Female,144.125.169.209,false,$874.29,12/5/2015,6746,22.09,44.15%
504,Jeffrey,Gomez,jgomezdz@geocities.jp,Male,236.173.35.216,false,$915.95,11/2/2015,860,39.66,11.23%
505,Bobby,Bowman,bbowmane0@meetup.com,Male,143.141.54.64,false,$926.43,7/16/2015,838,98.76,90.51%
506,Amy,Lawrence,alawrencee1@abc.net.au,Female,194.0.220.115,true,$446.27,8/19/2015,4432,1.11,24.29%
507,Jacqueline,Duncan,jduncane2@alexa.com,Female,168.175.200.42,false,$133.59,12/5/2015,7970,49.65,20.15%
508,Annie,Carpenter,acarpentere3@g.co,Female,126.70.197.235,true,$38.40,9/23/2015,9005,28.08,1.92%
509,Terry,Simmons,tsimmonse4@bloglovin.com,Male,63.96.131.104,true,$509.68,1/19/2016,7970,14.32,51.81%
510,Laura,Knight,lknighte5@mayoclinic.com,Female,188.243.73.187,true,$408.31,1/26/2016,177,78.49,87.36%
511,Kathleen,Taylor,ktaylore6@ovh.net,Female,68.41.2.240,true,$142.98,6/11/2015,4233,94.59,56.31%
512,Beverly,Franklin,bfrankline7@purevolume.com,Female,251.11.118.164,true,$548.86,6/8/2015,7062,65.1,48.02%
513,Carol,Lynch,clynche8@reuters.com,Female,13.65.160.252,false,$680.32,3/13/2016,2346,60.32,12.06%
514,Debra,Banks,dbankse9@woothemes.com,Female,144.204.49.104,false,$815.94,5/6/2015,5173,38.53,6.24%
515,Maria,Lewis,mlewisea@oracle.com,Female,91.125.94.196,false,$313.98,5/21/2015,3569,35.51,74.44%
516,Mark,Cooper,mcoopereb@discuz.net,Male,245.158.219.214,false,$969.47,11/10/2015,6836,58.87,90.34%
517,Gloria,Olson,golsonec@moonfruit.com,Female,204.231.237.4,true,$860.58,6/20/2015,8035,95.96,73.5%
518,Benjamin,Chapman,bchapmaned@github.com,Male,13.43.205.19,false,$395.31,3/6/2016,3854,41.1,82.93%
519,Scott,Wallace,swallaceee@pagesperso-orange.fr,Male,117.46.51.96,true,$52.31,1/27/2016,8913,72.35,19.57%
520,Annie,Little,alittleef@tripadvisor.com,Female,115.60.213.65,true,$816.94,9/6/2015,146,65.26,40.46%
521,Helen,Freeman,hfreemaneg@yahoo.co.jp,Female,10.106.249.201,true,$596.25,12/15/2015,8353,16.07,87.27%
522,Arthur,Davis,adaviseh@yelp.com,Male,72.67.244.77,false,$841.98,1/6/2016,841,62.47,54.23%
523,Justin,Williams,jwilliamsei@zimbio.com,Male,144.96.127.159,true,$197.03,4/11/2015,8774,79.72,64.1%
524,Heather,Ramirez,hramirezej@shop-pro.jp,Female,180.23.161.86,false,$169.14,3/4/2016,5693,48.83,28.15%
525,Ronald,Schmidt,rschmidtek@apache.org,Male,12.107.203.219,false,$668.57,8/17/2015,6322,19.38,52.61%
526,Samuel,Butler,sbutlerel@hud.gov,Male,95.207.211.112,false,$886.33,7/28/2015,2392,78.27,78.91%
527,Jeffrey,Campbell,jcampbellem@nbcnews.com,Male,241.79.180.91,false,$973.02,5/12/2015,7910,30.27,11.35%
528,David,Wagner,dwagneren@vimeo.com,Male,149.191.111.5,false,$151.02,7/31/2015,5293,17.51,28.53%
529,Anne,Howell,ahowelleo@yellowpages.com,Female,50.183.117.98,true,$414.96,6/17/2015,4487,17.21,84.53%
530,Melissa,Hayes,mhayesep@seesaa.net,Female,195.35.114.22,false,$866.19,1/11/2016,7967,15.81,92.01%
531,Frank,Flores,ffloreseq@usatoday.com,Male,143.156.65.174,false,$54.99,7/25/2015,9300,97.92,81.59%
532,Ann,Green,agreener@psu.edu,Female,214.30.201.15,true,$827.89,11/17/2015,5564,1.66,24.9%
533,Jack,Black,jblackes@sphinn.com,Male,131.74.209.91,false,$349.54,10/8/2015,4744,8.32,59.16%
534,Philip,Williamson,pwilliamsonet@msu.edu,Male,201.66.125.219,false,$327.66,8/24/2015,8571,20.77,56.21%
535,Craig,Hughes,chugheseu@mit.edu,Male,76.46.150.202,true,$437.64,10/18/2015,8535,61.2,16.08%
536,Keith,Graham,kgrahamev@furl.net,Male,5.40.228.86,true,$849.04,5/8/2015,7091,89.37,95.09%
537,Shawn,Little,slittleew@ezinearticles.com,Male,13.220.123.180,false,$362.21,11/5/2015,9342,14.59,68.75%
538,Lois,Mccoy,lmccoyex@mayoclinic.com,Female,168.223.166.206,false,$892.64,9/29/2015,5748,60.87,2.75%
539,Anna,Armstrong,aarmstrongey@cbc.ca,Female,228.224.43.128,true,$702.51,8/29/2015,3988,46,58.38%
540,Terry,Lewis,tlewisez@cbsnews.com,Male,27.7.151.117,false,$68.67,1/27/2016,7335,6.81,51.96%
541,Christine,Wilson,cwilsonf0@google.ru,Female,0.24.33.117,true,$212.12,3/10/2016,4227,24.44,89.65%
542,Julia,Boyd,jboydf1@salon.com,Female,94.208.118.220,true,$680.72,4/27/2015,6676,89.79,25.12%
543,Ashley,Rice,aricef2@bloglines.com,Female,232.111.27.89,false,$706.30,3/10/2016,3186,93.23,97.15%
544,Gerald,Coleman,gcolemanf3@yahoo.co.jp,Male,29.42.77.91,false,$66.98,7/24/2015,2249,96.02,71.8%
545,David,Watkins,dwatkinsf4@histats.com,Male,112.200.167.162,false,$470.05,11/6/2015,5314,54.9,27.38%
546,Patricia,Cooper,pcooperf5@unblog.fr,Female,3.64.231.80,true,$662.26,5/29/2015,8866,91.94,59.67%
547,Michelle,Little,mlittlef6@amazon.de,Female,106.229.192.16,false,$609.17,6/25/2015,2581,65.06,33.7%
548,Paul,Carpenter,pcarpenterf7@ibm.com,Male,33.138.78.32,false,$653.43,3/20/2016,4438,27.48,29.19%
549,Joe,Hamilton,jhamiltonf8@vinaora.com,Male,52.61.109.109,true,$512.87,6/6/2015,2679,67.03,98.17%
550,Nicole,Kelley,nkelleyf9@instagram.com,Female,161.111.222.135,true,$715.44,7/11/2015,6898,43.4,6.0%
551,Joshua,Gray,jgrayfa@tripadvisor.com,Male,57.161.149.89,false,$302.77,2/7/2016,5570,10.48,52.18%
552,Virginia,Allen,vallenfb@slideshare.net,Female,102.141.164.254,true,$309.47,4/3/2015,9439,38.01,86.0%
553,Walter,Hunter,whunterfc@earthlink.net,Male,238.154.93.18,false,$257.85,2/26/2016,4489,52.74,41.83%
554,Dorothy,Bell,dbellfd@amazon.co.uk,Female,215.91.84.176,false,$37.58,3/15/2016,5122,44.62,41.12%
555,Dennis,Harper,dharperfe@stumbleupon.com,Male,2.48.215.171,true,$529.51,7/28/2015,7259,10.01,62.66%
556,Nicholas,Hall,nhallff@bloglines.com,Male,29.214.77.149,true,$194.86,7/26/2015,7090,38.58,77.16%
557,Bonnie,Long,blongfg@mlb.com,Female,84.225.21.29,true,$295.11,4/22/2015,2610,42.64,67.26%
558,Rachel,Olson,rolsonfh@amazonaws.com,Female,171.218.208.213,false,$214.49,1/16/2016,2988,30.51,60.6%
559,Tammy,Jordan,tjordanfi@nymag.com,Female,4.255.112.8,true,$214.99,5/16/2015,6648,6.35,85.22%
560,Andrew,Berry,aberryfj@nhs.uk,Male,147.150.158.109,false,$102.54,11/13/2015,7741,67.81,74.02%
561,Jonathan,Adams,jadamsfk@bravesites.com,Male,224.162.43.38,false,$118.06,1/17/2016,5698,32.91,58.35%
562,Alan,Bishop,abishopfl@etsy.com,Male,142.108.144.219,false,$566.70,3/12/2016,667,14.45,0.38%
563,Joe,Kennedy,jkennedyfm@ebay.co.uk,Male,195.249.34.19,true,$761.92,2/27/2016,8413,61.94,9.59%
564,Jeremy,West,jwestfn@feedburner.com,Male,127.176.212.176,true,$332.45,8/15/2015,9107,94.27,35.29%
565,Shirley,Watkins,swatkinsfo@hexun.com,Female,189.86.66.54,false,$503.96,6/16/2015,2973,64.29,77.65%
566,Sharon,Watson,swatsonfp@yellowpages.com,Female,81.16.47.72,false,$240.64,12/28/2015,2750,93.38,6.14%
567,Fred,Gibson,fgibsonfq@photobucket.com,Male,15.91.52.58,true,$143.91,2/15/2016,5385,79.07,90.63%
568,Nancy,Jackson,njacksonfr@topsy.com,Female,142.59.126.144,true,$29.71,6/5/2015,20,50.64,18.03%
569,Chris,Allen,callenfs@histats.com,Male,192.10.225.119,false,$235.71,10/11/2015,113,6.48,88.39%
570,Sandra,Warren,swarrenft@japanpost.jp,Female,14.166.6.203,true,$430.83,1/7/2016,5568,18.23,70.45%
571,Evelyn,Wagner,ewagnerfu@umn.edu,Female,47.29.133.51,true,$580.70,8/16/2015,9169,7.94,6.8%
572,Phillip,Jones,pjonesfv@meetup.com,Male,188.224.66.40,true,$844.79,9/9/2015,4870,74.2,48.34%
573,Gregory,Green,ggreenfw@auda.org.au,Male,107.246.12.189,true,$711.14,8/19/2015,6389,52.36,3.99%
574,Tammy,Peterson,tpetersonfx@state.tx.us,Female,199.132.136.53,true,$802.12,10/6/2015,6298,39.28,15.37%
575,Jesse,Scott,jscottfy@privacy.gov.au,Male,97.82.157.148,false,$148.26,12/26/2015,1579,29.03,69.42%
576,Matthew,Fuller,mfullerfz@tamu.edu,Male,8.188.109.85,false,$902.40,12/11/2015,7823,51.62,91.6%
577,Martin,Richardson,mrichardsong0@eventbrite.com,Male,252.244.91.227,false,$577.46,9/14/2015,8050,14.05,4.07%
578,Walter,Russell,wrussellg1@irs.gov,Male,207.12.190.204,false,$375.30,1/21/2016,3112,98.5,46.35%
579,Bruce,Mcdonald,bmcdonaldg2@bloglovin.com,Male,88.101.101.88,true,$173.82,3/7/2016,2895,39.24,85.08%
580,Maria,Morrison,mmorrisong3@webeden.co.uk,Female,147.223.154.61,false,$353.35,11/3/2015,6512,43.54,68.65%
581,Roger,Taylor,rtaylorg4@prlog.org,Male,43.68.103.170,true,$872.38,5/2/2015,4583,77.08,59.8%
582,Christopher,Walker,cwalkerg5@nih.gov,Male,247.49.32.239,true,$73.10,12/4/2015,501,34.28,39.57%
583,Ann,Nelson,anelsong6@chicagotribune.com,Female,44.40.170.215,true,$794.40,7/5/2015,2140,64.26,69.86%
584,Fred,Cunningham,fcunninghamg7@bbc.co.uk,Male,15.230.119.217,false,$56.70,10/7/2015,1958,55.21,28.64%
585,Evelyn,Kennedy,ekennedyg8@icq.com,Female,24.205.110.118,false,$199.51,1/28/2016,5089,79.29,89.15%
586,Brian,Burns,bburnsg9@mysql.com,Male,164.183.70.253,false,$704.66,3/2/2016,9799,80.42,56.1%
587,Thomas,Montgomery,tmontgomeryga@simplemachines.org,Male,32.125.233.168,false,$596.16,3/15/2016,378,7.18,76.37%
588,Todd,Wells,twellsgb@sphinn.com,Male,145.89.59.39,true,$892.43,4/5/2015,949,50.15,65.01%
589,Deborah,Burke,dburkegc@oaic.gov.au,Female,106.76.243.30,false,$157.64,1/29/2016,1142,99.64,64.14%
590,Scott,Murray,smurraygd@europa.eu,Male,173.56.125.185,false,$191.50,2/5/2016,3959,72.33,40.45%
591,Cheryl,Garcia,cgarciage@bing.com,Female,0.50.87.141,false,$935.64,4/18/2015,8428,57.12,39.89%
592,Jane,Campbell,jcampbellgf@dyndns.org,Female,205.175.234.241,true,$687.28,7/12/2015,9516,67.71,56.75%
593,Maria,Gonzalez,mgonzalezgg@skype.com,Female,213.216.14.201,false,$243.66,4/7/2015,2491,63.43,91.11%
594,Larry,Sullivan,lsullivangh@forbes.com,Male,52.248.63.206,true,$702.67,7/30/2015,9045,48.24,67.12%
595,Jerry,Baker,jbakergi@telegraph.co.uk,Male,119.182.75.199,false,$262.62,3/9/2016,1583,63,12.25%
596,Catherine,Myers,cmyersgj@washingtonpost.com,Female,188.46.118.240,false,$158.43,4/2/2015,9153,98.68,87.31%
597,Lillian,Ray,lraygk@theguardian.com,Female,64.191.28.211,true,$760.64,1/11/2016,7717,19.09,62.45%
598,Russell,Cole,rcolegl@blogger.com,Male,90.114.245.30,false,$798.42,6/23/2015,6031,9.92,0.25%
599,Virginia,Mcdonald,vmcdonaldgm@ow.ly,Female,184.178.81.147,true,$971.96,8/10/2015,3493,6.23,19.29%
600,Catherine,Ross,crossgn@reverbnation.com,Female,88.3.183.209,false,$710.81,3/3/2016,7091,82.91,73.66%
601,Jason,Roberts,jrobertsgo@wufoo.com,Male,226.160.78.63,false,$647.79,11/16/2015,777,36.57,46.81%
602,Mildred,Snyder,msnydergp@wikimedia.org,Female,157.124.85.108,false,$957.12,7/22/2015,9562,74.49,70.78%
603,Sharon,Nelson,snelsongq@skype.com,Female,206.64.197.225,true,$228.85,8/20/2015,7320,30.64,24.14%
604,John,Tucker,jtuckergr@photobucket.com,Male,175.197.6.157,false,$861.19,2/11/2016,3206,11.71,43.23%
605,Sarah,Richards,srichardsgs@wikispaces.com,Female,163.147.173.255,true,$654.74,1/19/2016,2676,70.24,24.01%
606,Jean,Thomas,jthomasgt@trellian.com,Female,171.6.72.137,true,$100.89,11/10/2015,3507,55.81,20.37%
607,Bobby,Perez,bperezgu@stanford.edu,Male,32.198.112.77,true,$586.06,2/17/2016,2778,15.68,29.28%
608,Paul,Sims,psimsgv@nba.com,Male,20.14.253.198,false,$592.27,9/9/2015,5858,46.85,95.0%
609,Donald,Alvarez,dalvarezgw@arizona.edu,Male,230.244.124.130,true,$220.10,4/5/2015,6112,72.64,35.75%
610,Willie,Simmons,wsimmonsgx@bravesites.com,Male,189.47.8.35,false,$872.49,11/11/2015,9722,38.41,12.92%
611,Juan,Nelson,jnelsongy@edublogs.org,Male,158.166.125.170,false,$112.08,5/22/2015,5848,9.73,91.2%
612,Ashley,Duncan,aduncangz@blog.com,Female,135.22.38.219,false,$112.63,10/15/2015,3263,8.41,33.83%
613,Kathy,Olson,kolsonh0@census.gov,Female,104.244.202.13,true,$23.47,11/29/2015,4196,45.44,68.16%
614,Wanda,Fox,wfoxh1@apache.org,Female,186.51.143.232,true,$278.71,7/16/2015,12,51.63,56.23%
615,Walter,Dixon,wdixonh2@cisco.com,Male,65.129.10.22,false,$427.26,12/2/2015,150,37.49,28.77%
616,Henry,Shaw,hshawh3@squidoo.com,Male,119.71.100.233,true,$612.48,11/18/2015,3740,13.59,70.08%
617,Donald,Watkins,dwatkinsh4@techcrunch.com,Male,207.191.148.122,false,$685.06,6/17/2015,4188,85.61,83.86%
618,Christopher,Lewis,clewish5@blogspot.com,Male,154.1.169.159,true,$696.55,12/11/2015,1231,62.51,0.87%
619,Teresa,Bailey,tbaileyh6@meetup.com,Female,87.235.163.186,true,$518.78,1/13/2016,9034,58.99,95.37%
620,Christopher,Burton,cburtonh7@oaic.gov.au,Male,141.66.119.123,false,$83.80,10/31/2015,4446,59.41,2.44%
621,Justin,Kelly,jkellyh8@webnode.com,Male,186.45.15.176,false,$527.36,4/13/2015,9505,62.56,62.77%
622,Tammy,Wright,twrighth9@networkadvertising.org,Female,156.134.187.110,true,$822.80,8/26/2015,8646,60.27,77.04%
623,Benjamin,Larson,blarsonha@storify.com,Male,153.17.82.123,false,$580.40,6/25/2015,8626,40.17,34.71%
624,Lisa,Turner,lturnerhb@pbs.org,Female,109.7.203.190,true,$239.93,6/17/2015,6493,90.47,55.57%
625,Craig,Jordan,cjordanhc@acquirethisname.com,Male,124.1.142.146,true,$66.51,8/13/2015,5489,89.1,44.47%
626,Joe,Reynolds,jreynoldshd@istockphoto.com,Male,245.87.46.94,false,$260.70,11/21/2015,8879,24.57,98.49%
627,Peter,Ortiz,portizhe@omniture.com,Male,112.243.102.99,false,$997.67,4/30/2015,6835,19.15,25.61%
628,Paula,Hansen,phansenhf@icio.us,Female,35.222.101.25,false,$630.93,5/29/2015,6544,44.67,0.64%
629,Louis,Wallace,lwallacehg@tiny.cc,Male,160.176.226.110,false,$69.27,6/8/2015,3555,27.45,38.84%
630,Kathleen,Miller,kmillerhh@spiegel.de,Female,175.203.229.222,false,$292.47,10/15/2015,9797,1.02,39.34%
631,Christina,Mills,cmillshi@about.me,Female,41.207.189.184,true,$783.61,7/30/2015,4002,56.38,69.89%
632,Thomas,Burns,tburnshj@smh.com.au,Male,213.140.116.219,false,$439.31,3/21/2016,4721,52.93,74.48%
633,Samuel,Gardner,sgardnerhk@google.co.uk,Male,188.239.86.68,true,$113.57,11/9/2015,7121,99.3,43.17%
634,Craig,Lawrence,clawrencehl@amazon.co.uk,Male,212.136.117.23,true,$701.38,2/6/2016,5353,20.15,37.84%
635,Richard,Freeman,rfreemanhm@nba.com,Male,114.19.120.175,false,$563.21,12/20/2015,3586,1.01,7.0%
636,Christina,Ramirez,cramirezhn@admin.ch,Female,202.180.38.27,false,$783.66,4/9/2015,7105,14.63,71.23%
637,Craig,Fernandez,cfernandezho@weibo.com,Male,108.29.116.199,false,$914.87,2/27/2016,3756,66.4,41.46%
638,Joe,Henderson,jhendersonhp@imgur.com,Male,115.193.101.20,true,$66.44,11/2/2015,367,62.45,24.09%
639,Brian,Anderson,bandersonhq@bizjournals.com,Male,75.199.78.145,false,$233.42,3/4/2016,8463,65.54,41.87%
640,Victor,Hunter,vhunterhr@spiegel.de,Male,133.88.136.113,false,$527.34,8/24/2015,9777,39.26,41.62%
641,Andrew,Stone,astonehs@noaa.gov,Male,196.254.48.182,true,$54.91,6/23/2015,6036,75.05,1.97%
642,Arthur,Oliver,aoliverht@hc360.com,Male,113.135.180.245,true,$262.76,9/14/2015,1907,19.09,57.38%
643,Barbara,Baker,bbakerhu@istockphoto.com,Female,214.105.98.246,true,$994.13,1/12/2016,3788,35.88,80.6%
644,Mary,Simpson,msimpsonhv@bbc.co.uk,Female,8.211.22.107,false,$162.52,2/18/2016,5741,76.37,78.47%
645,Brenda,Bryant,bbryanthw@bloglines.com,Female,46.134.255.144,false,$450.67,11/28/2015,2502,52.11,27.35%
646,Theresa,Pierce,tpiercehx@barnesandnoble.com,Female,160.41.252.97,true,$848.33,7/27/2015,2155,19.91,71.95%
647,Jonathan,Thomas,jthomashy@macromedia.com,Male,96.75.240.218,true,$486.49,2/5/2016,7290,24.63,31.4%
648,Rachel,Dean,rdeanhz@cmu.edu,Female,103.220.202.116,true,$288.94,3/24/2016,2985,69.84,65.21%
649,Heather,Duncan,hduncani0@stanford.edu,Female,107.152.68.135,false,$118.23,6/10/2015,2097,33.83,43.72%
650,Christine,Stevens,cstevensi1@sphinn.com,Female,169.9.99.237,true,$972.85,11/5/2015,7992,57.84,59.08%
651,Jerry,Anderson,jandersoni2@instagram.com,Male,28.205.192.5,false,$195.82,10/26/2015,963,94.7,98.91%
652,Nicholas,Griffin,ngriffini3@paypal.com,Male,25.205.215.233,false,$283.67,10/27/2015,9443,54.73,4.53%
653,Larry,Kim,lkimi4@mayoclinic.com,Male,1.20.82.26,true,$656.71,1/4/2016,7429,64.71,74.76%
654,Carolyn,Grant,cgranti5@un.org,Female,148.215.176.227,false,$732.80,11/24/2015,3428,36.69,66.25%
655,Shirley,Mason,smasoni6@issuu.com,Female,21.108.34.36,false,$788.26,9/4/2015,3930,31.34,23.94%
656,Lisa,Holmes,lholmesi7@usa.gov,Female,154.235.83.62,true,$709.81,3/28/2015,2218,4.21,73.19%
657,Christopher,Harvey,charveyi8@tiny.cc,Male,209.88.198.223,true,$325.59,6/23/2015,314,15.69,60.42%
658,Steven,Butler,sbutleri9@state.tx.us,Male,174.235.220.162,true,$489.69,9/29/2015,6906,89.18,8.88%
659,Patricia,Mitchell,pmitchellia@printfriendly.com,Female,198.20.151.174,false,$892.32,7/25/2015,7281,44.96,61.87%
660,Annie,Armstrong,aarmstrongib@washington.edu,Female,75.32.114.245,true,$887.89,2/12/2016,7287,92.65,43.5%
661,Justin,Meyer,jmeyeric@angelfire.com,Male,241.188.125.140,false,$643.61,11/12/2015,675,80.11,64.6%
662,Todd,Franklin,tfranklinid@hexun.com,Male,183.6.129.55,true,$829.89,12/24/2015,6886,32.97,75.69%
663,Willie,Gardner,wgardnerie@instagram.com,Male,10.154.181.204,false,$419.52,8/31/2015,7863,54.03,92.08%
664,Martin,Crawford,mcrawfordif@surveymonkey.com,Male,143.1.242.174,false,$523.80,9/1/2015,5756,84.27,67.61%
665,Philip,Olson,polsonig@bbb.org,Male,101.118.83.213,false,$238.98,12/1/2015,6953,90.54,53.06%
666,Joshua,Boyd,jboydih@multiply.com,Male,79.61.17.44,true,$884.27,6/18/2015,9819,33.21,93.07%
667,Russell,Carpenter,rcarpenterii@topsy.com,Male,141.250.64.74,false,$316.58,10/4/2015,4958,7.21,33.63%
668,Eugene,Reynolds,ereynoldsij@dion.ne.jp,Male,114.86.188.22,true,$182.48,6/16/2015,3606,80.64,9.37%
669,Elizabeth,Diaz,ediazik@mapquest.com,Female,12.179.205.234,true,$878.00,6/27/2015,9628,10.9,21.38%
670,Fred,Jackson,fjacksonil@pbs.org,Male,85.100.140.231,true,$121.59,5/10/2015,6757,13.43,68.33%
671,Fred,Wagner,fwagnerim@boston.com,Male,99.124.215.244,true,$634.47,9/3/2015,9352,19.29,47.56%
672,Catherine,Bowman,cbowmanin@umich.edu,Female,200.119.125.243,true,$728.01,2/22/2016,8911,53.25,66.35%
673,Justin,Rice,jriceio@i2i.jp,Male,3.200.198.28,false,$558.90,5/3/2015,9433,70.77,26.72%
674,Eric,Walker,ewalkerip@cdc.gov,Male,221.148.160.27,true,$688.54,11/13/2015,5143,45.92,62.54%
675,Kenneth,Murphy,kmurphyiq@google.de,Male,49.245.53.249,true,$32.80,9/6/2015,2307,37.17,79.8%
676,Diane,Ramos,dramosir@meetup.com,Female,78.78.95.40,true,$455.55,1/3/2016,3041,3.02,96.17%
677,Johnny,Rogers,jrogersis@upenn.edu,Male,201.201.0.72,false,$380.33,10/18/2015,9282,51.1,94.3%
678,Gary,Howard,ghowardit@admin.ch,Male,115.10.52.223,true,$912.66,11/22/2015,4080,76.04,74.49%
